id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
1191148,26.0,Male,89843.0,Married,4.0,PhD,,33.66881522555535,Urban,Comprehensive,3.0,18.0,,2.0,2022-12-01 15:21:39.155231,Average,Yes,Weekly,Apartment,2316.0
1144929,22.0,Female,,Divorced,2.0,Bachelor's,,22.64591967648288,Rural,Comprehensive,,11.0,504.0,8.0,2024-05-26 15:21:39.191219,Good,No,Rarely,House,26.0
771428,56.0,Male,28329.0,Married,0.0,Master's,Unemployed,27.8887367890246,Urban,Premium,,11.0,544.0,2.0,2023-04-26 15:21:39.222387,Poor,Yes,Daily,Condo,632.0
495781,38.0,Female,25648.0,Divorced,4.0,Master's,,48.01053482067024,Rural,Premium,,2.0,,9.0,2020-02-14 15:21:39.081504,Good,No,Rarely,Apartment,492.0
867076,57.0,Female,29093.0,Single,3.0,Master's,,6.681848899358792,Rural,Comprehensive,0.0,3.0,757.0,9.0,2021-05-05 15:21:39.134960,Poor,No,Daily,Condo,462.0
1015856,47.0,Male,3925.0,Divorced,1.0,Master's,,4.788727707443944,Suburban,Comprehensive,,16.0,411.0,8.0,2024-06-13 15:21:39.223901,Poor,No,Monthly,Condo,1732.0
229180,40.0,Female,8069.0,Divorced,3.0,Bachelor's,,17.63729734161845,Suburban,Basic,,4.0,365.0,3.0,2024-03-05 15:21:39.215386,Average,No,Rarely,House,2842.0
238911,34.0,Male,2676.0,Divorced,4.0,High School,,,Rural,Basic,1.0,17.0,,8.0,2020-05-01 15:21:39.192212,Poor,No,Daily,Condo,831.0
64877,29.0,Female,3801.0,Divorced,3.0,Bachelor's,Employed,52.8444602025618,Urban,Comprehensive,,4.0,705.0,1.0,2023-12-05 15:21:39.237118,Average,No,Weekly,House,533.0
1167136,24.0,Male,61353.0,Divorced,3.0,PhD,Employed,33.103348516045,Suburban,Basic,1.0,4.0,338.0,1.0,2024-02-13 15:21:39.265513,Poor,No,Weekly,House,175.0
531910,45.0,Female,93695.0,Single,3.0,Master's,Employed,33.595861031676385,Suburban,Basic,0.0,5.0,466.0,4.0,2019-12-29 15:21:39.145732,Good,Yes,Monthly,Condo,284.0
266546,51.0,Male,,Married,0.0,Master's,Unemployed,26.723563205458195,Suburban,Premium,,6.0,,1.0,2021-07-18 15:21:39.209847,Good,No,Rarely,Apartment,166.0
8725,33.0,Male,44672.0,Single,0.0,PhD,Unemployed,32.82840249731124,Rural,Basic,,12.0,590.0,1.0,2020-12-19 15:21:39.154008,Good,No,Rarely,House,1505.0
717288,57.0,Male,17272.0,Married,1.0,Master's,Self-Employed,26.15941275021272,Suburban,Comprehensive,1.0,7.0,775.0,2.0,2023-05-30 15:21:39.122134,Poor,Yes,Daily,Condo,1358.0
733476,56.0,Female,64599.0,Married,0.0,Bachelor's,,6.012203848915192,Rural,Comprehensive,2.0,17.0,444.0,1.0,2020-07-28 15:21:39.146733,Good,Yes,Monthly,House,35.0
578349,45.0,Female,25791.0,Divorced,3.0,High School,Employed,31.138560897540387,Rural,Comprehensive,,6.0,446.0,3.0,2020-03-13 15:21:39.175719,Poor,No,Daily,Apartment,1561.0
166659,29.0,Female,44624.0,Divorced,2.0,High School,Employed,44.85946195063683,Rural,Premium,,15.0,607.0,7.0,2020-08-25 15:21:39.244069,Average,Yes,Rarely,Condo,1481.0
911821,44.0,Female,64960.0,Single,3.0,High School,Employed,12.248053565869515,Rural,Premium,0.0,15.0,338.0,9.0,2020-02-23 15:21:39.084065,Good,No,Monthly,Condo,1211.0
1151304,51.0,Male,59908.0,Divorced,0.0,Bachelor's,,37.78236296499239,Urban,Comprehensive,3.0,13.0,624.0,2.0,2019-08-26 15:21:39.282785,Poor,No,Rarely,Condo,56.0
683890,52.0,Female,18177.0,Married,0.0,PhD,,17.959574199046116,Suburban,Basic,0.0,12.0,477.0,2.0,2021-02-22 15:21:39.095696,Good,Yes,Rarely,Apartment,1134.0
116194,38.0,Female,23897.0,Single,2.0,Bachelor's,,34.58475255735252,Rural,Comprehensive,0.0,4.0,316.0,7.0,2024-06-03 15:21:39.189223,Good,No,Rarely,Condo,1392.0
469488,20.0,Female,18085.0,Single,3.0,Master's,Self-Employed,16.60596464459291,Urban,Premium,,4.0,628.0,4.0,2021-06-28 15:21:39.171102,Good,No,Monthly,Condo,131.0
674040,36.0,Male,31898.0,Single,,PhD,Unemployed,34.907866542348984,Rural,Comprehensive,0.0,5.0,655.0,9.0,2023-05-16 15:21:39.191219,Average,Yes,Daily,Condo,603.0
138976,48.0,Male,5907.0,Single,0.0,Bachelor's,Unemployed,21.73827591613176,Urban,Comprehensive,1.0,11.0,745.0,7.0,2024-04-26 15:21:39.226954,Good,No,Weekly,Apartment,638.0
544477,23.0,Male,8098.0,Divorced,2.0,Bachelor's,,48.84830052026894,Suburban,Basic,1.0,5.0,713.0,8.0,2021-04-29 15:21:39.228521,Good,No,Rarely,Apartment,1085.0
86834,33.0,Male,140560.0,Married,2.0,Master's,Unemployed,35.96729580069809,Suburban,Basic,,3.0,,9.0,2023-10-21 15:21:39.111551,Average,Yes,Weekly,House,44.0
215543,61.0,Female,49739.0,Single,2.0,Master's,Employed,30.44251688165946,Rural,Comprehensive,,9.0,310.0,9.0,2023-03-23 15:21:39.283783,Poor,No,Monthly,House,487.0
308584,28.0,Male,9340.0,Single,0.0,High School,Employed,22.58971963615042,Urban,Premium,0.0,17.0,673.0,7.0,2019-09-16 15:21:39.165120,Average,Yes,Daily,Condo,653.0
591636,51.0,Male,,Divorced,1.0,PhD,,46.34669551734534,Suburban,Comprehensive,1.0,7.0,520.0,6.0,2023-10-13 15:21:39.207847,Average,No,Monthly,Condo,171.0
444009,18.0,Male,6839.0,Divorced,4.0,Master's,Employed,49.08420070470986,Rural,Basic,0.0,15.0,719.0,5.0,2020-05-01 15:21:39.166062,Poor,No,Monthly,House,1211.0
242733,35.0,Male,59623.0,Married,,High School,Self-Employed,30.154773727896085,Urban,Premium,,15.0,477.0,8.0,2020-02-18 15:21:39.120168,Average,No,Weekly,Apartment,3875.0
492886,28.0,Male,125829.0,Divorced,1.0,High School,Unemployed,45.8676420263279,Urban,Basic,3.0,4.0,806.0,7.0,2024-04-21 15:21:39.271453,Poor,Yes,Monthly,Apartment,3086.0
28447,50.0,Male,40531.0,Married,3.0,PhD,Unemployed,16.927375933987797,Suburban,Premium,,3.0,397.0,8.0,2023-05-24 15:21:39.237118,Good,No,Daily,Apartment,2488.0
249551,44.0,Female,2485.0,Single,2.0,PhD,Unemployed,,Suburban,Basic,,19.0,834.0,3.0,2020-03-11 15:21:39.226954,Average,No,Rarely,House,2120.0
27392,62.0,Female,42735.0,,2.0,PhD,,43.18272081116421,Urban,Comprehensive,0.0,2.0,634.0,7.0,2020-01-09 15:21:39.172097,Poor,No,Monthly,Condo,584.0
826166,19.0,Male,,Divorced,2.0,Master's,Self-Employed,12.620423368379274,Rural,Premium,1.0,16.0,385.0,6.0,2022-03-16 15:21:39.172097,Poor,Yes,Weekly,Apartment,1525.0
977564,24.0,Male,89969.0,Divorced,4.0,Master's,Unemployed,50.34161858376406,Rural,Basic,2.0,15.0,473.0,2.0,2020-06-12 15:21:39.236064,Good,Yes,Monthly,Apartment,903.0
596640,37.0,Female,3971.0,Divorced,0.0,Master's,Unemployed,36.89827002817839,Urban,Premium,2.0,11.0,753.0,2.0,2020-05-03 15:21:39.198406,,No,Monthly,House,1185.0
876871,18.0,Male,7499.0,Divorced,1.0,Bachelor's,Unemployed,21.324939658333783,Rural,Basic,0.0,16.0,632.0,8.0,2023-06-11 15:21:39.223901,Average,Yes,Monthly,House,465.0
630362,32.0,Female,5519.0,Divorced,3.0,Bachelor's,Employed,10.746641383234538,Urban,Premium,0.0,11.0,,4.0,2022-03-31 15:21:39.237118,Average,No,Monthly,House,1083.0
24683,40.0,Male,3729.0,Single,3.0,Master's,Self-Employed,39.44832901350896,Rural,Comprehensive,0.0,5.0,515.0,7.0,2021-02-04 15:21:39.278402,Good,Yes,Weekly,Condo,2094.0
1022193,52.0,Male,72357.0,Single,4.0,Bachelor's,Employed,23.38188909724163,Rural,Basic,,4.0,847.0,1.0,2024-05-10 15:21:39.273973,Poor,No,Monthly,Apartment,347.0
735974,35.0,Male,857.0,Single,2.0,High School,Self-Employed,45.06398848924653,Suburban,Premium,2.0,13.0,812.0,6.0,2019-12-28 15:21:39.102694,Average,No,Rarely,Apartment,485.0
124223,48.0,Male,20894.0,Single,2.0,PhD,,33.2573169581349,Suburban,Basic,0.0,12.0,839.0,8.0,2019-10-14 15:21:39.177724,Poor,No,Monthly,Apartment,25.0
1039082,46.0,Male,8077.0,Divorced,0.0,Master's,,30.87931262134484,Rural,Basic,1.0,19.0,,1.0,2021-11-14 15:21:39.134960,Good,Yes,Daily,House,1081.0
1061497,38.0,Male,147941.0,Married,0.0,Bachelor's,Self-Employed,19.812996446547725,Urban,Basic,,7.0,335.0,5.0,2020-02-01 15:21:39.213373,Average,No,Monthly,Apartment,643.0
657564,43.0,Female,18340.0,Single,4.0,Bachelor's,Self-Employed,16.583568176928875,Urban,Basic,0.0,16.0,648.0,6.0,2019-09-08 15:21:39.187211,Poor,No,Rarely,Condo,2172.0
1120039,60.0,Male,62888.0,Single,2.0,Bachelor's,Employed,44.86523503901672,Rural,Basic,3.0,19.0,511.0,4.0,2022-09-08 15:21:39.228521,Poor,Yes,Daily,Apartment,2327.0
379730,31.0,Female,7098.0,Married,4.0,High School,Employed,13.929544054364632,Urban,Comprehensive,0.0,11.0,341.0,9.0,2020-01-08 15:21:39.155231,Average,Yes,Monthly,House,2484.0
829263,49.0,Female,469.0,Divorced,1.0,Bachelor's,Self-Employed,44.45846430996082,Suburban,Comprehensive,2.0,11.0,613.0,1.0,2020-12-26 15:21:39.226954,Good,No,Daily,Apartment,827.0
806138,57.0,Female,9858.0,Divorced,,High School,,37.89039565006863,Suburban,Basic,,0.0,331.0,1.0,2024-08-02 15:21:39.173834,Poor,No,Monthly,Apartment,1018.0
968010,28.0,Male,1238.0,Single,2.0,Bachelor's,,,Rural,Basic,1.0,1.0,743.0,7.0,2024-03-26 15:21:39.125660,Average,No,Weekly,Condo,605.0
259228,54.0,Female,35390.0,Divorced,1.0,Bachelor's,Unemployed,39.81436925698755,Rural,Premium,2.0,7.0,,8.0,2023-05-27 15:21:39.148733,Average,No,Daily,Condo,882.0
870265,51.0,Male,24603.0,Divorced,1.0,Bachelor's,Employed,,Urban,Basic,0.0,2.0,759.0,6.0,2020-07-29 15:21:39.176717,Average,Yes,Weekly,Apartment,582.0
572819,34.0,Male,1019.0,Divorced,1.0,Master's,Unemployed,37.32018342976255,Urban,Premium,1.0,5.0,,6.0,2023-03-03 15:21:39.182597,,Yes,Monthly,House,825.0
753829,43.0,Female,35842.0,Married,3.0,High School,Unemployed,16.838222137438674,Urban,Premium,1.0,5.0,688.0,6.0,2021-08-02 15:21:39.222387,Average,No,Rarely,House,377.0
217880,39.0,Female,53664.0,Married,0.0,PhD,,29.23587564162825,Suburban,Comprehensive,0.0,12.0,447.0,6.0,2022-08-17 15:21:39.167099,Average,No,Rarely,House,2169.0
1009846,57.0,Male,749.0,Married,3.0,Master's,,27.49169685690189,Rural,Comprehensive,,17.0,649.0,7.0,2024-03-21 15:21:39.134960,,Yes,Weekly,Apartment,196.0
1056734,41.0,Female,92085.0,Single,4.0,Master's,Employed,13.87875355280002,Urban,Basic,,2.0,326.0,6.0,2021-05-10 15:21:39.134960,Poor,Yes,Daily,Apartment,662.0
887010,60.0,Male,45662.0,Divorced,0.0,Bachelor's,Unemployed,21.06032742280097,Suburban,Premium,,14.0,588.0,9.0,2022-01-15 15:21:39.271453,Poor,No,Weekly,Apartment,3103.0
90501,53.0,Female,,Single,,High School,Unemployed,6.602221910211766,Rural,Premium,0.0,16.0,,8.0,2020-04-24 15:21:39.134960,Average,No,Rarely,House,258.0
879601,57.0,Female,4366.0,Divorced,2.0,Bachelor's,Self-Employed,9.638588875182212,Urban,Comprehensive,,11.0,708.0,9.0,2023-10-24 15:21:39.237118,Good,Yes,Daily,House,2737.0
573155,61.0,Female,7894.0,Single,4.0,Master's,Employed,12.44223627642394,Urban,Comprehensive,0.0,1.0,599.0,8.0,2021-03-07 15:21:39.221386,Average,No,Daily,Condo,952.0
1152425,32.0,Female,16087.0,Single,2.0,Master's,Unemployed,47.98909938765884,Rural,Premium,,19.0,767.0,4.0,2024-01-17 15:21:39.102694,Good,Yes,Monthly,House,431.0
1143751,45.0,Female,,Married,0.0,PhD,,37.59876668490684,Suburban,Basic,,11.0,460.0,9.0,2023-04-16 15:21:39.151732,Average,No,Rarely,Condo,50.0
903884,24.0,Female,92742.0,Married,,High School,Employed,37.95010779654244,Suburban,Basic,2.0,15.0,813.0,6.0,2021-10-06 15:21:39.079128,Poor,No,Monthly,House,3294.0
1137852,19.0,Male,46905.0,Married,4.0,High School,Unemployed,28.6332596271639,Rural,Basic,,17.0,466.0,8.0,2023-12-17 15:21:39.254678,Good,No,Monthly,Condo,27.0
1136259,23.0,Female,29429.0,Divorced,3.0,Bachelor's,,12.132595040170036,Suburban,Comprehensive,,3.0,529.0,8.0,2023-12-17 15:21:39.126661,,Yes,Daily,Apartment,1395.0
196179,57.0,Female,74866.0,Married,1.0,Master's,Employed,37.07505783681726,Urban,Basic,,6.0,616.0,5.0,2022-12-14 15:21:39.237118,Poor,No,Rarely,Apartment,127.0
961131,21.0,Female,59952.0,Divorced,2.0,Bachelor's,,37.09261291816417,Suburban,Comprehensive,,11.0,711.0,9.0,2024-06-30 15:21:39.120168,Poor,No,Weekly,House,390.0
506535,58.0,Male,5087.0,Single,4.0,Master's,Employed,25.86599243974923,Suburban,Basic,0.0,9.0,514.0,4.0,2022-10-22 15:21:39.152732,Poor,Yes,Rarely,Apartment,381.0
27318,29.0,Male,7135.0,Single,3.0,PhD,,31.955206612490265,Rural,Comprehensive,1.0,9.0,,7.0,2023-04-23 15:21:39.207847,Poor,No,Monthly,Apartment,957.0
451102,26.0,Female,68943.0,Divorced,2.0,High School,Self-Employed,,Rural,Basic,2.0,13.0,646.0,6.0,2020-12-28 15:21:39.271453,Average,No,Monthly,Condo,1647.0
403970,35.0,Female,5090.0,Married,0.0,PhD,Unemployed,19.55402929392617,Rural,Basic,1.0,19.0,442.0,4.0,2021-03-06 15:21:39.201446,Good,Yes,Monthly,House,1355.0
540148,59.0,Female,38195.0,Divorced,2.0,PhD,Employed,30.144768865104737,Suburban,Basic,1.0,10.0,823.0,3.0,2020-07-27 15:21:39.132191,Good,Yes,Rarely,Condo,839.0
1103189,36.0,Female,55423.0,Single,4.0,High School,Employed,19.09784511728554,Urban,Basic,,3.0,319.0,6.0,2024-05-08 15:21:39.254678,Good,Yes,Weekly,House,1027.0
1189007,43.0,Female,72074.0,Single,1.0,Master's,Employed,43.9955895137777,Suburban,Premium,,3.0,655.0,2.0,2023-09-24 15:21:39.105504,Poor,No,Rarely,Apartment,3983.0
1080257,57.0,Female,25936.0,Divorced,2.0,Master's,Self-Employed,28.545873191002137,Suburban,Premium,,4.0,729.0,3.0,2023-03-10 15:21:39.164044,Poor,Yes,Weekly,Apartment,717.0
816910,36.0,Male,1312.0,Divorced,4.0,High School,Self-Employed,28.81658869020582,Rural,Comprehensive,1.0,5.0,356.0,7.0,2021-05-05 15:21:39.134960,,No,Daily,Apartment,614.0
1024256,32.0,Male,30420.0,Divorced,2.0,Bachelor's,Unemployed,33.48425202818001,Urban,Premium,,18.0,737.0,4.0,2021-12-06 15:21:39.259788,Poor,Yes,Rarely,House,1108.0
479422,61.0,Female,83417.0,Single,3.0,Master's,Unemployed,6.567717545195476,Rural,Basic,,18.0,412.0,4.0,2020-11-08 15:21:39.155231,Poor,Yes,Weekly,House,241.0
823351,30.0,Male,27674.0,Single,3.0,Bachelor's,Self-Employed,19.26946048357505,Urban,Comprehensive,2.0,9.0,564.0,3.0,2022-03-27 15:21:39.107553,Poor,No,Weekly,Condo,1206.0
747749,34.0,Male,40574.0,Divorced,,High School,Employed,10.577053831113291,Rural,Premium,1.0,5.0,526.0,7.0,2022-09-05 15:21:39.155231,Good,Yes,Rarely,Apartment,501.0
1128107,53.0,Male,12042.0,Married,1.0,PhD,Unemployed,22.922244392665338,Rural,Basic,1.0,6.0,516.0,9.0,2022-05-17 15:21:39.285112,Average,No,Rarely,House,4028.0
1113357,29.0,Female,43959.0,Single,4.0,High School,Self-Employed,36.29990021172819,Rural,Basic,1.0,15.0,562.0,2.0,2023-07-25 15:21:39.186212,Good,Yes,Weekly,Condo,34.0
887829,37.0,Female,28894.0,Divorced,,High School,Unemployed,22.391275643921457,Rural,Comprehensive,,10.0,757.0,3.0,2023-05-17 15:21:39.237118,Poor,No,Daily,Apartment,40.0
897979,39.0,Female,40984.0,Divorced,0.0,Master's,,29.06429226767169,Suburban,Basic,4.0,4.0,584.0,4.0,2023-04-29 15:21:39.112553,Average,Yes,Rarely,Apartment,797.0
260456,43.0,Male,15119.0,Divorced,3.0,High School,Employed,42.5608541179103,Urban,Basic,,17.0,558.0,1.0,2022-09-14 15:21:39.235012,Average,No,Monthly,House,578.0
993664,32.0,Female,55017.0,Divorced,2.0,Master's,Employed,9.89088251809429,Suburban,Basic,3.0,5.0,543.0,3.0,2020-01-08 15:21:39.087123,Poor,No,Weekly,Condo,2114.0
636803,38.0,Female,40930.0,Single,1.0,High School,Self-Employed,44.49381476914328,Suburban,Premium,,11.0,723.0,9.0,2021-04-14 15:21:39.155231,Average,Yes,Rarely,Condo,508.0
551084,52.0,Male,16051.0,Married,2.0,Bachelor's,Employed,28.53465173907914,Rural,Premium,,9.0,,2.0,2022-12-28 15:21:39.155231,Average,No,Rarely,House,729.0
978068,49.0,Female,11936.0,Single,,Bachelor's,,3.636950504434178,Suburban,Comprehensive,1.0,3.0,794.0,3.0,2022-06-22 15:21:39.263607,Good,No,Monthly,Condo,669.0
966434,48.0,Female,25784.0,Married,1.0,High School,,18.737894122051777,Rural,Comprehensive,0.0,11.0,514.0,7.0,2020-10-01 15:21:39.124659,Average,Yes,Rarely,House,531.0
772895,51.0,Male,1195.0,Single,3.0,Bachelor's,,15.16106746255582,Rural,Basic,,5.0,493.0,4.0,2023-11-24 15:21:39.230483,Poor,Yes,Weekly,House,1425.0
492155,28.0,Female,14407.0,Married,3.0,High School,,31.766380699297912,Urban,Comprehensive,1.0,3.0,707.0,3.0,2022-10-28 15:21:39.280784,Good,Yes,Rarely,House,64.0
657427,30.0,Male,12891.0,Married,1.0,Bachelor's,,,Rural,Premium,,2.0,748.0,3.0,2023-03-18 15:21:39.274993,Average,No,Weekly,House,657.0
818254,40.0,Male,25963.0,Married,,Bachelor's,,23.09676535762897,Suburban,Basic,,16.0,548.0,5.0,2023-03-07 15:21:39.134960,Average,Yes,Daily,Apartment,632.0
505668,45.0,Male,20428.0,Divorced,1.0,PhD,Unemployed,24.78628095069568,Suburban,Basic,0.0,15.0,770.0,1.0,2021-09-29 15:21:39.134960,Good,Yes,Weekly,House,916.0
197295,48.0,Male,2596.0,Divorced,0.0,Master's,Employed,52.96629146437412,Urban,Basic,0.0,3.0,731.0,4.0,2024-01-13 15:21:39.081504,Poor,Yes,Daily,Condo,662.0
549360,22.0,Male,11457.0,Divorced,3.0,Bachelor's,Employed,14.371471555037662,Urban,Comprehensive,2.0,9.0,765.0,7.0,2020-02-29 15:21:39.180553,Good,No,Rarely,Condo,1106.0
61247,32.0,Female,17096.0,Divorced,4.0,Bachelor's,Employed,36.326903295208105,Suburban,Premium,3.0,2.0,641.0,9.0,2021-02-21 15:21:39.155231,Average,No,Weekly,Apartment,4644.0
739317,47.0,Male,72488.0,Divorced,0.0,PhD,Unemployed,,Rural,Premium,0.0,9.0,462.0,6.0,2022-09-23 15:21:39.097737,Good,Yes,Daily,Condo,1521.0
678244,42.0,Female,102539.0,,0.0,Bachelor's,Employed,26.81895666511849,Urban,Comprehensive,,14.0,315.0,4.0,2022-08-08 15:21:39.186212,Average,Yes,Rarely,House,1365.0
1082744,30.0,Female,6710.0,Divorced,4.0,PhD,Employed,36.75571628821302,Urban,Basic,2.0,12.0,552.0,1.0,2022-08-29 15:21:39.221386,Good,No,Rarely,Condo,590.0
1154162,25.0,Female,12084.0,Divorced,3.0,PhD,Self-Employed,,Rural,Premium,,8.0,444.0,1.0,2020-06-18 15:21:39.223901,Good,No,Monthly,Condo,2108.0
304565,31.0,Male,5838.0,Single,1.0,PhD,Employed,6.090499151056472,Rural,Comprehensive,1.0,14.0,709.0,9.0,2020-10-19 15:21:39.260856,Good,No,Monthly,House,638.0
236704,31.0,Male,65840.0,Married,4.0,Master's,Unemployed,10.91359028809292,Urban,Comprehensive,3.0,15.0,598.0,7.0,2020-02-25 15:21:39.202448,Poor,No,Rarely,House,68.0
72823,33.0,Male,45440.0,Divorced,,Master's,,,Rural,Comprehensive,0.0,19.0,812.0,1.0,2022-08-17 15:21:39.134960,Good,Yes,Monthly,House,1534.0
1194792,19.0,Female,20.0,Divorced,1.0,High School,,40.58262116089382,Rural,Basic,0.0,4.0,497.0,4.0,2019-11-30 15:21:39.125660,Good,Yes,Weekly,Condo,438.0
1090007,24.0,Male,15297.0,Married,3.0,High School,Self-Employed,17.82394204457699,Suburban,Basic,,18.0,576.0,6.0,2022-09-11 15:21:39.248098,Poor,No,Rarely,Apartment,1762.0
284128,64.0,Female,25984.0,Married,1.0,Bachelor's,Unemployed,,Suburban,Comprehensive,1.0,1.0,,2.0,2019-09-05 15:21:39.201446,Poor,No,Weekly,Apartment,563.0
175002,63.0,Female,25130.0,Single,2.0,High School,Self-Employed,,Suburban,Comprehensive,,5.0,554.0,3.0,2022-01-10 15:21:39.081504,Poor,Yes,Monthly,Apartment,943.0
115521,47.0,Male,24997.0,Married,,Master's,Self-Employed,15.82660978365125,Urban,Premium,2.0,8.0,827.0,9.0,2021-07-31 15:21:39.134960,Good,No,Rarely,House,29.0
941347,38.0,Female,2113.0,Married,2.0,Bachelor's,Employed,25.82474252989057,Rural,Comprehensive,0.0,19.0,637.0,2.0,2023-03-11 15:21:39.265513,Average,No,Daily,Condo,291.0
1121491,41.0,Male,6899.0,Divorced,,Bachelor's,,9.506507818344566,Urban,Comprehensive,1.0,15.0,486.0,2.0,2022-02-09 15:21:39.155231,Poor,No,Monthly,Condo,1592.0
397343,19.0,Female,65740.0,Divorced,4.0,Master's,Unemployed,11.27242917240224,Urban,Premium,0.0,3.0,393.0,1.0,2023-04-29 15:21:39.268507,Average,No,Weekly,Apartment,1403.0
1091865,42.0,Female,44635.0,Married,4.0,High School,Self-Employed,16.691093531743462,Rural,Basic,,14.0,,1.0,2023-01-03 15:21:39.221386,Average,Yes,Monthly,Condo,1465.0
1164271,61.0,Female,10892.0,Single,3.0,PhD,Employed,18.76414509063657,Rural,Basic,0.0,11.0,613.0,5.0,2021-07-21 15:21:39.155231,Average,No,Daily,Condo,881.0
88369,24.0,Male,42930.0,Single,4.0,Bachelor's,,13.87856014311662,Rural,Comprehensive,,15.0,522.0,3.0,2020-09-13 15:21:39.231531,Poor,No,Weekly,House,427.0
1040504,18.0,Female,1626.0,Single,1.0,High School,Unemployed,14.965125329093546,Suburban,Comprehensive,0.0,12.0,778.0,7.0,2023-07-01 15:21:39.154008,Average,No,Weekly,Apartment,34.0
956356,28.0,Male,86825.0,Married,0.0,PhD,Employed,29.576093633038496,Rural,Premium,1.0,11.0,559.0,2.0,2021-12-16 15:21:39.263607,Poor,No,Rarely,House,69.0
1137919,49.0,Male,1583.0,Single,0.0,Master's,,17.71136480511066,Suburban,Basic,1.0,3.0,683.0,9.0,2020-02-26 15:21:39.237118,Poor,Yes,Monthly,Condo,3847.0
598778,34.0,Female,23152.0,Divorced,2.0,High School,Unemployed,40.36163999857986,Suburban,Premium,,16.0,634.0,5.0,2022-03-31 15:21:39.149731,Average,No,Daily,Apartment,1035.0
980196,54.0,Female,2562.0,Single,0.0,Bachelor's,Employed,19.31492491446595,Urban,Basic,1.0,0.0,685.0,8.0,2019-11-22 15:21:39.185215,Poor,No,Monthly,Apartment,2681.0
783738,44.0,Male,16401.0,Single,0.0,High School,,11.946227624759562,Rural,Premium,0.0,12.0,690.0,3.0,2023-08-06 15:21:39.261856,Poor,No,Rarely,Condo,1310.0
228368,57.0,Male,53351.0,Married,3.0,Master's,Employed,32.52715556102101,Rural,Premium,3.0,15.0,778.0,4.0,2021-04-09 15:21:39.155231,Good,No,Monthly,Apartment,378.0
1103736,38.0,Female,43974.0,Married,0.0,Bachelor's,Self-Employed,49.28532649512562,Rural,Comprehensive,,10.0,,5.0,2024-05-05 15:21:39.134960,Poor,Yes,Monthly,Condo,1034.0
650365,39.0,Female,2464.0,Single,3.0,Bachelor's,,52.83880050301477,Urban,Comprehensive,,4.0,316.0,1.0,2020-05-05 15:21:39.188220,Good,No,Daily,House,1626.0
475672,44.0,Female,17495.0,Divorced,2.0,Bachelor's,Unemployed,27.678924088469948,Suburban,Basic,,13.0,,1.0,2021-11-18 15:21:39.260856,Poor,No,Weekly,Apartment,906.0
295718,26.0,Female,17095.0,Single,0.0,Master's,,30.90871857599983,Suburban,Premium,2.0,12.0,588.0,2.0,2020-11-12 15:21:39.134960,,No,Weekly,Condo,1000.0
881916,51.0,Female,49007.0,Single,0.0,Bachelor's,Unemployed,35.724533522736095,Rural,Premium,,17.0,643.0,8.0,2023-07-19 15:21:39.272456,,Yes,Rarely,Condo,2106.0
500765,36.0,Female,4400.0,,4.0,Bachelor's,,34.847376680405326,Rural,Premium,,19.0,614.0,2.0,2024-04-07 15:21:39.269494,Average,No,Rarely,Condo,648.0
679213,55.0,Female,41644.0,Married,0.0,PhD,Employed,11.651385406258038,Suburban,Comprehensive,0.0,4.0,481.0,7.0,2021-02-13 15:21:39.237118,Average,Yes,Weekly,Apartment,1210.0
1052741,63.0,Female,6823.0,Married,3.0,High School,Employed,23.012466771826137,Suburban,Premium,,6.0,677.0,6.0,2020-01-01 15:21:39.134960,Good,No,Rarely,Apartment,534.0
1071711,61.0,Female,65690.0,Single,4.0,Bachelor's,,21.099229089674605,Suburban,Basic,1.0,9.0,355.0,8.0,2020-03-05 15:21:39.228521,Average,Yes,Weekly,House,245.0
1090994,18.0,Male,81340.0,Married,,Master's,Employed,21.9572867501652,Urban,Premium,0.0,3.0,431.0,8.0,2020-10-21 15:21:39.155231,Average,Yes,Rarely,House,573.0
665472,43.0,Female,36390.0,Single,4.0,Master's,Unemployed,19.56416909187828,Suburban,Comprehensive,0.0,0.0,533.0,5.0,2021-02-01 15:21:39.170099,,Yes,Weekly,Condo,1653.0
873208,60.0,Female,29091.0,Married,2.0,Bachelor's,,20.48583918590836,Rural,Comprehensive,1.0,2.0,765.0,3.0,2021-08-15 15:21:39.253660,Good,No,Daily,Condo,657.0
8658,28.0,Female,6738.0,Single,3.0,Bachelor's,,,Suburban,Basic,1.0,11.0,661.0,5.0,2022-10-02 15:21:39.092127,Good,No,Monthly,House,1281.0
540584,19.0,Female,17196.0,Divorced,2.0,PhD,,16.473368309089775,Rural,Basic,,1.0,444.0,8.0,2024-08-11 15:21:39.283783,Good,No,Rarely,Apartment,1025.0
657161,38.0,Female,,Single,2.0,PhD,Employed,22.083649225646763,Urban,Comprehensive,2.0,12.0,444.0,5.0,2022-08-29 15:21:39.176717,Poor,No,Rarely,Apartment,790.0
1043027,50.0,Female,6901.0,Single,2.0,High School,Employed,19.0529659634036,Rural,Basic,,13.0,759.0,4.0,2024-02-27 15:21:39.205850,Good,No,Rarely,Condo,1462.0
